ID,RATING,NOAA,AR_START,X,Y,AR_END,SIG_START,SIG_END,TBEST,ORIENTATION,HEMISPHERE,SIZE,ASPECT,EUV_FIL,HALPHA_FIL,SUNSPOTS,FLUX_EMERGE,FLUX_CANCEL,FLUX_PEAK,FLARE,CME,CME_LINKS,FIL_ERUPT,TRANSIENT_CORONAL_HOLE,FLARE_RIBBONS,POST_FLARE_LOOPS,NEARBY_CORONAL_HOLE,NEARBY_AR,XRT_FRAMES,COMMENTS
46,3,11166,2011-03-03T00:00:00.000,-7.35,233,2011-03-15T23:00:00.000,2011-03-08T17:43:00.000,2011-03-09T20:48:00.000,2011-03-09T03:58:00.000,S,N,125,2.8,Y,Y,Multiple,Y,N,1.80E+22,"B: 4, C: 27, M: 4, X: 1|C5.1 03/06 12:09|C3.9 03/06 15:27|M1.9 03/07 14:30|C7.7 03/08 23:14|C9.4 03/09 08:55|M1.7 03/09 11:07|M1.7 03/09 14:02|C9.4 03/09 22:12|X1.5 03/09 23:23|C2.9 03/10 03:58|C6.2 03/10 07:12|C4.2 03/10 13:25|C4.7 03/10 13:46|C2.0 03/10 14:24|C2.8 03/11 02:29|C5.5 03/11 04:32|C3.0 03/11 07:03|C4.3 03/11 07:27|C2.0 03/11 11:15|C3.6 03/11 11:47|C1.1 03/11 16:07|C1.0 03/11 22:20|C1.0 03/11 22:43|M1.3 03/12 04:43|C2.2 03/12 12:29|C7.0 03/12 13:00|C9.6 03/12 15:29|C1.0 03/12 18:01|B9.0 03/12 21:47|C6.7 03/13 13:33|C6.4 03/13 14:42|B7.1 03/13 19:44|C4.0 03/14 00:20|B8.5 03/14 01:38|B6.3 03/14 02:47|C2.1 03/15 05:18",NA,NA,0,N,No,Yes,N,N,-,-
47,3,11169,2011-03-06T10:27:00.000,68.9,420,2011-03-17T17:00:00.000,2011-03-10T06:20:00.000,2011-03-13T21:38:00.000,2011-03-10T18:07:00.000,I,N,210,2.2,?,Y,Multiple,Y,N,1.05E+22,"B: 16, C: 19, M: 2, X: 0|C6.0 03/06 13:50|C2.7 03/09 16:48|C5.0 03/09 21:10|B9.3 03/12 09:07|C2.2 03/12 10:27|C1.2 03/12 17:38|C1.4 03/12 22:23|C2.2 03/12 22:51|B7.5 03/13 01:49|C1.7 03/13 21:59|C1.0 03/14 05:08|B8.7 03/14 10:42|B9.7 03/14 13:42|C2.2 03/14 16:09|B7.6 03/14 18:49|B6.6 03/14 19:17|M4.2 03/14 19:52|B7.4 03/14 22:59|C5.2 03/14 23:37|M1.0 03/15 00:22|B8.9 03/15 03:09|B7.5 03/15 04:20|C1.4 03/15 06:57|C1.5 03/15 08:52|C2.6 03/15 09:42|C1.1 03/15 11:25|B5.6 03/15 13:15|C2.9 03/15 17:35|B5.6 03/15 19:02|B5.3 03/15 21:59|B6.1 03/15 22:17|B7.5 03/16 03:40|B8.3 03/16 05:02|C1.3 03/16 08:47|C1.4 03/16 13:51|C3.7 03/16 20:34|B4.6 03/17 11:53",NA,NA,0,N,No,No,N,N,-,-
48,3,NA,2011-03-05T06:31:00.000,-55.4,-254,2011-03-13T21:38:00.000,2011-03-09T03:58:00.000,2011-03-12T18:00:00.000,2011-03-12T07:43:00.000,S,S,185,2.4,Y,Y,0,N,Y,2.60E+21,No AR#,NA,NA,0,N,-,-,Y,11171,-,-
49,1,11183,2011-03-28T06:03:00.000,37.9,351,2011-04-07T05:58:00.000,2011-03-31T18:02:00.000,2011-04-03T18:13:00.000,2011-04-02T06:03:00.000,I,N,267.76,2.53,N,Y,Many,N,Y,1.10E+22,"B: 5, C: 5, M: 0, X: 0|C1.1 03/29 05:15|C1.2 03/29 21:29|B9.6 03/30 07:01|C1.9 03/30 20:05|C1.2 03/31 02:02|B6.8 04/01 22:23|B4.6 04/02 03:26|B4.1 04/02 14:38|C1.2 04/03 05:19|B5.5 04/04 17:13","04/01 + 01 hrs, 0297 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2011/04/CME0003/CME.html,0,N,-,-,N,11180,3,-
50,2,11187,2011-04-07T05:58:00.000,-454,-271,2011-04-17T17:54:00.000,2011-04-10T06:03:00.000,2011-04-11T18:15:00.000,2011-04-11T06:29:00.000,S,S,120.99,1.87,N,N,1,N,Y,2.30E+21,"B: 0, C: 0, M: 0, X: 0",NA,NA,0,N,-,-,N,N,4,-
052a,3,11216,2011-05-16T00:30:00.000,179,-285,2011-05-28T12:30:00.000,2011-05-19T23:38:00.000,2011-05-26T11:00:00.000,2011-05-23T04:30:00.000,S,S,205,2.4,Y,Y,1,Y,Y,6.00E+21,"B: 0, C: 0, M: 0, X: 0",NA,NA,0,Y,-,-,N,11218,-,-
052b,3,11218,2011-05-17T19:00:00.000,-55.4,-277,2011-05-30T17:30:00.000,2011-05-23T00:03:00.000,2011-05-24T23:27:00.000,2011-05-24T00:24:00.000,S,S,110,2.5,Y,Y,1,Y,Y,2.80E+21,"B: 5, C: 1, M: 0, X: 0|B2.7 05/18 05:33|B2.3 05/18 12:01|C1.2 05/18 12:59|B2.2 05/19 09:39|B1.9 05/25 04:30|B1.3 05/26 00:25",NA,NA,0,N,-,-,Y,11216,-,-
55,3,11236,2011-06-13T21:00:00.000,123,207,2011-06-26T15:00:00.000,2011-06-18T10:53:00.000,2011-06-21T06:00:00.000,2011-06-20T10:28:00.000,S,N,340,1.9,Y,Y,Multiple,N,Y,1.80E+22,"B: 14, C: 6, M: 1, X: 0|B7.1 06/13 22:19|C1.8 06/14 00:41|C2.2 06/14 11:29|B7.8 06/14 13:26|M1.3 06/14 21:47|C2.6 06/15 11:50|B7.9 06/15 13:50|B8.8 06/16 04:07|C7.1 06/16 10:22|C1.0 06/16 15:43|B6.3 06/16 23:16|B6.0 06/17 02:41|B4.8 06/18 10:42|B9.4 06/19 02:41|C7.7 06/21 03:25|B5.7 06/23 12:40|B4.3 06/23 14:07|B3.4 06/23 22:33|B4.4 06/24 15:49|B3.1 06/24 20:45|B4.3 06/25 10:20","06/14 + 06 hrs, 0456 km/s|06/15 + 04 hrs, 0459 km/s|06/16 + 00 hrs, 1205 km/s|06/21 + 02 hrs, 0552 km/s|06/21 + 01 hrs, 0453 km/s|06/21 + 01 hrs, 0185 km/s|06/24 + 01 hrs, 0584 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/06/CME0073/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/06/CME0075/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/06/CME0076/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/06/CME0081/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/06/CME0082/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/06/CME0083/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/06/CME0088/CME.html,0,N,-,-,Y,11239,-,-
56,3,11289,2011-09-06T14:00:00.000,151,247,2011-09-20T09:00:00.000,2011-09-11T18:00:00.000,2011-09-16T06:03:00.000,2011-09-13T07:04:00.000,I,N,320,4.2,Y,Y,Multiple,Y,Y,1.30E+22,"B: 2, C: 3, M: 0, X: 0|C2.5 09/08 18:46|B8.7 09/09 20:08|B6.5 09/10 01:56|C1.7 09/10 17:26|C2.6 09/16 23:51","09/10 + 02 hrs, 0492 km/s|09/10 + 01 hrs, 0390 km/s|09/10 + 01 hrs, 0223 km/s|09/16 + 04 hrs, 0419 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/09/CME0047/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/09/CME0048/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/09/CME0049/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/09/CME0075/CME.html,0,N,No,Yes,N,11293,-,-
57,0,11309,2011-10-02T06:03:00.000,-140,287,2011-10-15T06:00:00.000,2011-10-07T05:59:00.000,2011-10-11T06:29:00.000,2011-10-07T18:03:00.000,I,N,261.66,3.27,N,N,1,-,-,-,"B: 0, C: 1, M: 0, X: 0|C1.1 10/08 04:20",NA,NA,0,N,-,-,N,N,9+,-
58,0,11313,2011-10-02T18:10:00.000,312,-337,2011-10-13T18:08:00.000,2011-10-06T17:40:00.000,2011-10-10T17:57:00.000,2011-10-10T06:03:00.000,S,S,166.73,3.57,N,N,Many,-,-,-,"B: 2, C: 12, M: 0, X: 0|C1.1 10/05 03:53|C2.3 10/05 07:43|C6.1 10/05 11:22|C9.2 10/05 12:42|C1.4 10/06 04:18|C1.2 10/07 01:21|B9.8 10/08 08:19|B7.0 10/08 09:17|C3.8 10/10 07:19|C1.0 10/10 09:17|C1.4 10/10 11:42|C4.5 10/10 14:35|C1.0 10/13 09:46|C2.2 10/13 12:23","10/05 + 03 hrs, 0363 km/s|10/05 + 03 hrs, 0428 km/s|10/05 + 01 hrs, 0419 km/s|10/05 + 02 hrs, 0694 km/s|10/05 + 01 hrs, 0543 km/s|10/05 + 01 hrs, 0393 km/s|10/05 + 00 hrs, 0541 km/s|10/06 + 01 hrs, 0710 km/s|10/13 + 02 hrs, 0351 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0023/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0024/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0025/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0026/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0027/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0028/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0029/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0033/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/2011/10/CME0052/CME.html,0,N,-,-,N,Y,-,to the right of the bright region
59,0,11337,2011-10-31T18:03:00.000,-35.6,181,2011-11-10T05:54:00.000,2011-11-03T06:03:00.000,2011-11-06T06:08:00.000,2011-11-05T06:04:00.000,S,N,282.97,2.44,N,Y,0,-,-,-,"B: 0, C: 0, M: 0, X: 0",NA,NA,0,Y,-,-,N,11336,-,in between two round regions
60,2,11355,2011-11-18T17:57:00.000,26.6,181,2011-11-29T18:03:00.000,2011-11-24T06:03:00.000,2011-11-25T18:08:00.000,2011-11-24T18:03:00.000,I,N,381.18,2.95,N,Y,1,N,Y,1.20E+22,"B: 0, C: 1, M: 0, X: 0|C1.7 11/19 07:57",NA,NA,0,N,-,-,N,"11353, 11356",-,"to the north, the rightmost of three in a row"
61,0,11380,2011-12-18T06:03:00.000,111,-377,2011-12-29T15:33:00.000,2011-12-22T06:38:00.000,2011-12-25T00:00:00.000,2011-12-24T03:43:00.000,S,S,204.53,2.41,N,N,0,Y,N,5.50E+21,"B: 0, C: 0, M: 0, X: 0",NA,NA,0,N,-,-,Y,11385,-,south central region
62,0,11397,2012-01-12T18:09:00.000,391,-311,2012-01-22T06:03:00.000,2012-01-14T18:02:00.000,2012-01-19T06:03:00.000,2012-01-18T05:43:00.000,S,S,135.38,2.91,N,N,0,Y,Y,1.80E+21,"B: 0, C: 0, M: 0, X: 0",NA,NA,0,N,-,-,N,N,6,-
64,3,11436,2012-03-15T20:30:00.000,-103,-95.4,2012-03-25T08:00:00.000,2012-03-19T18:25:00.000,2012-03-23T00:57:00.000,2012-03-21T06:15:00.000,S,S,130,3.4,Y,N,0,N,Y,2.70E+21,"B: 0, C: 0, M: 0, X: 0",NA,NA,0,N,-,-,N,N,-,-
65,3,11471,2012-04-27T17:00:00.000,176,-303,2012-05-11T11:00:00.000,2012-05-04T05:30:00.000,2012-05-09T15:30:00.000,2012-05-05T12:00:00.000,S,S,230,2.7,Y,Y,Multiple,N,Y,1.00E+22,"B: 3, C: 8, M: 1, X: 0|C1.0 04/29 14:08|C2.4 04/30 02:59|B8.9 04/30 06:06|C2.4 04/30 09:17|C5.6 04/30 10:26|C1.2 04/30 14:36|B5.7 05/01 17:14|B7.6 05/03 05:26|C1.5 05/04 14:50|C1.2 05/05 21:14|C1.1 05/07 10:33|M1.9 05/07 14:31","05/01 + 01 hrs, 0423 km/s|04/30 + 06 hrs, 0115 km/s|04/30 + 03 hrs, 0226 km/s|04/30 + 02 hrs, 0762 km/s|04/30 + 04 hrs, 0150 km/s|04/30 + 02 hrs, 0403 km/s|04/30 + 01 hrs, 0318 km/s|04/30 + 01 hrs, 0238 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/05/CME0004/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/04/CME0149/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/04/CME0150/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/04/CME0151/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/04/CME0152/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/04/CME0153/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/04/CME0154/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/04/CME0155/CME.html,0,N,No,No,Y,"11470, 11472",-,-
66,3,11474,2012-05-03T00:30:00.000,-191,307,2012-05-14T16:30:00.000,2012-05-04T20:30:00.000,2012-05-11T15:45:00.000,2012-05-07T09:45:00.000,I,N,155,3.1,Y,Y,1,N,N,7.00E+21,"B: 2, C: 2, M: 0, X: 0|C1.6 05/04 21:02|C3.4 05/05 18:07|B7.3 05/08 08:04|B8.5 05/10 00:51",NA,NA,0,N,-,-,Y,11475,-,-
67,-,11504,2012-06-07T16:00:00.000,100,-343,2012-06-22T01:30:00.000,2012-06-12T15:30:00.000,2012-06-19T03:30:00.000,2012-06-15T13:30:00.000,S,S,291.83,3.42,-,Y,3,Y,Y,2.10E+22,"B: 4, C: 39, M: 5, X: 0|M1.9 06/09 11:32|M1.8 06/09 16:53|C1.1 06/10 04:51|M1.3 06/10 06:45|C1.3 06/10 18:15|C2.3 06/10 19:51|C1.1 06/10 23:21|C2.0 06/12 06:43|C1.3 06/12 07:14|C1.6 06/12 09:10|C1.1 06/12 12:18|C2.2 06/13 03:20|C1.3 06/13 06:21|C2.7 06/13 09:19|C1.3 06/13 09:39|M1.2 06/13 13:17|C6.8 06/13 19:26|C2.0 06/14 07:37|C2.5 06/14 10:50|C5.0 06/14 11:12|C2.6 06/14 12:37|M1.9 06/14 14:35|C4.0 06/14 20:52|C3.0 06/15 00:52|C3.4 06/15 13:24|C1.1 06/15 15:50|C2.0 06/15 18:16|C2.4 06/16 00:48|B8.8 06/16 01:25|C1.8 06/16 14:53|C1.0 06/17 17:28|C3.9 06/17 17:40|C1.0 06/17 19:57|C1.8 06/17 21:39|C1.1 06/17 22:18|C1.2 06/17 23:42|C1.6 06/18 00:59|C1.1 06/19 04:45|C1.2 06/19 13:35|C1.0 06/19 14:18|C1.2 06/20 02:03|C1.0 06/20 04:21|C1.3 06/20 05:58|B6.7 06/20 06:40|C1.5 06/20 11:08|B7.8 06/20 15:53|C3.1 06/20 16:28|B7.0 06/21 18:14","06/09 + 01 hrs, 0694 km/s|06/09 + 01 hrs, 0496 km/s|06/10 + 01 hrs, 0529 km/s|06/10 + 02 hrs, 0520 km/s|06/10 + 01 hrs, 0446 km/s|06/10 + 03 hrs, 0395 km/s|06/10 + 01 hrs, 0326 km/s|06/10 + 01 hrs, 0198 km/s|06/10 + 01 hrs, 1116 km/s|06/12 + 02 hrs, 0547 km/s|06/12 + 03 hrs, 0625 km/s|06/12 + 02 hrs, 0218 km/s|06/13 + 02 hrs, 0226 km/s|06/13 + 01 hrs, 0188 km/s|06/13 + 04 hrs, 0456 km/s|06/13 + 03 hrs, 0430 km/s|06/14 + 04 hrs, 0437 km/s|06/14 + 02 hrs, 0553 km/s|06/14 + 01 hrs, 0454 km/s|06/15 + 01 hrs, 0743 km/s|06/15 + 03 hrs, 0326 km/s|06/15 + 01 hrs, 0190 km/s|06/15 + 01 hrs, 0230 km/s|06/15 + 02 hrs, 1562 km/s|06/15 + 02 hrs, 0390 km/s|06/16 + 01 hrs, 0299 km/s|06/17 + 01 hrs, 0428 km/s|06/17 + 00 hrs, 0312 km/s|06/17 + 02 hrs, 0347 km/s|06/17 + 01 hrs, 0110 km/s|06/17 + 02 hrs, 0355 km/s|06/17 + 02 hrs, 0329 km/s|06/18 + 02 hrs, 0282 km/s|06/19 + 01 hrs, 0358 km/s|06/19 + 01 hrs, 0178 km/s|06/19 + 01 hrs, 0153 km/s|06/20 + 00 hrs, 1736 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0064/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0065/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0069/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0070/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0071/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0072/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0073/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0074/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0075/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0083/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0084/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0085/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0090/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0091/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0092/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0093/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0095/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0096/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0097/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0098/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0099/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0100/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0101/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0102/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0103/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0104/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0112/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0113/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0114/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0115/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0116/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0117/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0118/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0123/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0124/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0125/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0126/CME.html,0,N,-,-,N,"11505, 11507, 11508",-,-
68,-,11540,2012-08-02T12:00:00.000,35.1,-541,2012-08-14T16:00:00.000,2012-08-07T09:30:00.000,2012-08-09T18:30:00.000,2012-08-08T15:00:00.000,S,S,114.95,2.19,-,Y,Many,Y,Y,6.50E+21,"B: 2, C: 3, M: 1, X: 0|C1.4 08/03 16:27|C1.7 08/08 04:06|M1.0 08/11 12:20|C1.4 08/13 09:30|B6.3 08/13 21:59|B6.3 08/13 21:59","08/11 + 02 hrs, 0376 km/s|08/13 + 02 hrs, 0676 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/08/CME0041/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/08/CME0049/CME.html,0,N,-,-,N,"11541, 11539",-,-
69,-,11560,2012-08-29T11:00:00.000,-29.9,-98.3,2012-09-08T06:30:00.000,2012-08-30T21:00:00.000,2012-09-04T18:00:00.000,2012-09-01T12:30:00.000,I,E,212.1,3.68,-,M,Many,Y,Y,9.50E+21,"B: 2, C: 18, M: 1, X: 0|C1.5 08/31 04:12|C2.9 08/31 07:21|C1.9 08/31 10:04|C2.9 09/02 01:58|C5.5 09/02 18:10|C1.2 09/03 00:47|C1.3 09/03 16:35|B9.6 09/03 18:29|C1.3 09/03 20:27|C1.5 09/05 02:34|C1.1 09/05 16:18|C1.1 09/05 23:56|C1.2 09/06 01:14|C1.9 09/06 02:06|C1.8 09/06 03:16|M1.6 09/06 04:13|C1.3 09/06 09:56|C1.0 09/06 11:58|C8.0 09/06 15:21|B8.4 09/06 21:45|C1.6 09/07 00:28","09/02 + 01 hrs, 0452 km/s|09/02 + 01 hrs, 0529 km/s|09/02 + 00 hrs, 0427 km/s|09/02 + 01 hrs, 0416 km/s|09/03 + 01 hrs, 0470 km/s|09/05 + 02 hrs, 0140 km/s|09/05 + 02 hrs, 0200 km/s|08/31 + 02 hrs, 0521 km/s|08/31 + 01 hrs, 0702 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/09/CME0007/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/09/CME0008/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/09/CME0009/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/09/CME0013/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/09/CME0018/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/09/CME0023/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/09/CME0024/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/08/CME0143/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/08/CME0144/CME.html,0,N,-,-,Y,"11558, 11561",-,-
70,-,11567,2012-09-05T01:00:00.000,-80.9,115,2012-09-17T23:59:00.000,2012-09-11T10:00:00.000,2012-09-13T19:30:00.000,2012-09-11T15:30:00.000,I,N,187.86,2.69,-,Y,0,Y,Y,4.10E+21,"B: 1, C: 4, M: 0, X: 0|C1.6 09/10 10:23|C1.1 09/11 09:32|C1.1 09/11 09:32|B5.6 09/17 06:49|C1.1 09/17 09:08",NA,NA,0,N,-,-,N,11566,-,-
71,-,11571,2012-09-11T08:30:00.000,-214,-357,2012-09-22T23:59:00.000,2012-09-14T15:00:00.000,2012-09-20T17:00:00.000,2012-09-16T15:00:00.000,S,S,181.51,3.05,-,Y,1,N,Y,6.00E+21,"B: 0, C: 0, M: 0, X: 0",NA,NA,0,N,-,-,Y,11569,-,-
