ID,RATING,NOAA,AR_START,X,Y,AR_END,SIG_START,SIG_END,TBEST,ORIENTATION,HEMISPHERE,SIZE,ASPECT,EUV_FIL,HALPHA_FIL,SUNSPOTS,FLUX_EMERGE,FLUX_CANCEL,FLUX_PEAK,FLARE,CME,CME_LINKS,FIL_ERUPT,TRANSIENT_CORONAL_HOLE,FLARE_RIBBONS,POST_FLARE_LOOPS,NEARBY_CORONAL_HOLE,NEARBY_AR,XRT_FRAMES,COMMENTS
73,NSMD,11594,2012-10-14T03:30:00.000,185,-550,2012-10-27T19:00:00.000,2012-10-19T14:00:00.000,2012-10-23T15:30:00.000,2012-10-21T15:30:00.000,S,S,187.55,1.82,-,-,-,N,Y,1.05E+22,"B: 3, C: 8, M: 0, X: 0|C1.0 10/16 23:10|C1.3 10/17 12:21|C1.7 10/19 18:51|C1.0 10/25 07:34|B7.9 10/25 09:35|C1.8 10/26 11:43|C1.6 10/26 13:04|C1.0 10/26 21:59|C1.1 10/27 04:11|B7.2 10/27 07:48|B7.3 10/27 16:51","10/19 + 01 hrs, 0391 km/s|10/19 + 01 hrs, 0418 km/s|10/26 + 02 hrs, 0600 km/s|10/26 + 02 hrs, 0362 km/s|10/27 + 01 hrs, 0336 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/10/CME0071/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/10/CME0072/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/10/CME0083/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/10/CME0084/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/10/CME0086/CME.html,0,N,-,-,N,Y,-,-
74,NSMD,11608,2012-11-04T18:30:00.000,-358,-455,2012-11-14T23:59:00.000,2012-11-08T21:00:00.000,2012-11-10T10:30:00.000,2012-11-09T06:00:00.000,S,S,182.57,3.6,-,-,-,Y,N,1.00E+22,"B: 0, C: 1, M: 0, X: 0|C2.0 11/10 05:04","11/10 + 01 hrs, 0679 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0036/CME.html,1,N,-,-,N,11610,-,-
75,NSMD,11612,2012-11-08T04:00:00.000,142,94.5,2012-11-20T23:00:00.000,2012-11-11T03:00:00.000,2012-11-17T16:30:00.000,2012-11-15T13:30:00.000,I,N,234.66,3.45,-,-,-,-,-,-,"B: 0, C: 0, M: 0, X: 0",NA,NA,0,N,-,-,N,11611,-,-
76,NSMD,11613,2012-11-10T10:00:00.000,-112,-495,2012-11-18T16:00:00.000,2012-11-16T05:30:00.000,2012-11-16T23:00:00.000,2012-11-16T07:30:00.000,S,S,178.96,3.4,-,-,-,N,Y,1.00E+22,"B: 0, C: 19, M: 5, X: 0|C2.0 11/12 18:51|C2.5 11/12 21:39|C1.2 11/12 22:41|M2.0 11/12 23:28|C4.3 11/13 00:22|C3.5 11/13 01:18|M6.0 11/13 02:04|C1.0 11/13 04:34|M2.5 11/13 05:50|C3.4 11/13 06:56|C3.1 11/13 10:12|C1.8 11/13 17:43|M2.8 11/13 20:54|C1.7 11/14 03:16|M1.1 11/14 04:04|C1.0 11/14 05:02|C1.3 11/14 23:41|C2.8 11/15 08:02|C2.1 11/15 14:30|C1.0 11/15 20:21|C1.4 11/16 07:51|C1.2 11/17 04:08|C2.8 11/17 18:10|C1.0 11/18 08:15","11/13 + 02 hrs, 0786 km/s|11/13 + 02 hrs, 0383 km/s|11/13 + 01 hrs, 0419 km/s|11/13 + 01 hrs, 0694 km/s|11/13 + 01 hrs, 0830 km/s|11/13 + 01 hrs, 0793 km/s|11/13 + 01 hrs, 0383 km/s|11/14 + 07 hrs, 0231 km/s|11/14 + 01 hrs, 0744 km/s|11/14 + 01 hrs, 0443 km/s|11/14 + 01 hrs, 0551 km/s|11/14 + 01 hrs, 0694 km/s|11/15 + 01 hrs, 0606 km/s|11/15 + 01 hrs, 0406 km/s|11/15 + 01 hrs, 0606 km/s|11/15 + 01 hrs, 0398 km/s|11/16 + 04 hrs, 0488 km/s|11/16 + 06 hrs, 0422 km/s|11/17 + 00 hrs, 0212 km/s|11/17 + 01 hrs, 0395 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0047/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0048/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0049/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0050/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0051/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0052/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0053/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0054/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0055/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0056/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0057/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0059/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0061/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0062/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0063/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0064/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0067/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0068/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0074/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/11/CME0077/CME.html,1,N,-,-,Y,Y,-,-
77,NSMD,11621,2012-11-25T14:00:00.000,-166,247,2012-12-08T19:30:00.000,2012-11-28T22:29:00.000,2012-12-02T23:00:00.000,2012-11-30T12:30:00.000,I,N,230.04,3.08,-,-,-,-,-,-,"B: 4, C: 1, M: 0, X: 0|B8.6 12/05 17:51|B2.0 12/07 05:19|B4.8 12/07 10:07|B2.6 12/07 14:32|C3.9 12/07 21:21","12/05 + 02 hrs, 0138 km/s|12/07 + 02 hrs, 0612 km/s|12/07 + 01 hrs, 0141 km/s|12/07 + 03 hrs, 0399 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/12/CME0016/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/12/CME0020/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/12/CME0021/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/12/CME0024/CME.html,0,N,-,-,N,N,-,-
78,-,11514,2012-06-26T08:30:00.000,-318,-326,2012-07-09T07:30:00.000,2012-06-29T19:00:00.000,2012-07-02T17:30:00.000,2012-07-01T05:00:00.000,I,S,235.19,3.97,-,N,0,-,-,-,"B: 1, C: 7, M: 0, X: 0|B6.2 06/28 03:23|C4.4 06/30 08:30|C2.7 06/30 10:57|C2.4 07/01 15:32|C2.9 07/02 10:37|C1.8 07/02 12:28|C6.1 07/04 04:10|C4.4 07/08 03:32","07/01 + 01 hrs, 0558 km/s|07/02 + 02 hrs, 0246 km/s|07/02 + 01 hrs, 0892 km/s|07/02 + 04 hrs, 0258 km/s|07/04 + 02 hrs, 0307 km/s|07/08 + 01 hrs, 0434 km/s|07/08 + 03 hrs, 0188 km/s|06/30 + 01 hrs, 0446 km/s|06/30 + 01 hrs, 0379 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0005/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0009/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0010/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0011/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0025/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0051/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0052/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0198/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/06/CME0199/CME.html,0,N,-,-,Y,11515,-,-
79,-,11520,2012-07-07T06:29:03.000,-80.9,-360,2012-07-20T14:59:03.000,2012-07-10T15:59:36.000,2012-07-16T04:30:03.000,2012-07-12T07:30:00.000,S,S,182.19,2.94,-,Y,6,-,-,-,"B: 0, C: 26, M: 6, X: 1|M1.0 07/07 08:28|C6.1 07/08 13:02|C8.8 07/08 17:34|C6.6 07/08 19:24|C2.2 07/09 22:17|M1.1 07/09 23:07|C3.9 07/10 03:43|M1.7 07/10 05:14|M2.0 07/10 06:27|C5.5 07/10 12:24|C4.6 07/10 12:44|C5.6 07/10 15:45|C3.2 07/10 20:14|C1.9 07/11 16:02|C5.6 07/11 22:27|C4.0 07/12 01:36|C3.1 07/12 08:05|X1.4 07/12 16:49|C1.5 07/13 11:11|C1.3 07/13 19:04|C2.4 07/13 22:10|C3.2 07/14 10:39|C2.4 07/14 14:16|C2.5 07/14 15:44|C3.5 07/15 21:49|C2.2 07/16 13:10|C1.8 07/16 18:36|C7.5 07/16 20:03|M1.7 07/17 17:15|C3.9 07/18 03:09|C3.0 07/18 06:02|C4.5 07/18 22:18|M7.7 07/19 05:58","07/08 + 04 hrs, 0512 km/s|07/08 + 02 hrs, 0762 km/s|07/09 + 01 hrs, 0710 km/s|07/09 + 00 hrs, 0694 km/s|07/09 + 00 hrs, 0679 km/s|07/09 + 01 hrs, 0892 km/s|07/09 + 00 hrs, 1041 km/s|07/10 + 02 hrs, 0385 km/s|07/10 + 01 hrs, 0480 km/s|07/11 + 05 hrs, 0153 km/s|07/12 + 01 hrs, 0475 km/s|07/12 + 01 hrs, 0467 km/s|07/13 + 01 hrs, 0277 km/s|07/13 + 01 hrs, 0437 km/s|07/13 + 02 hrs, 0471 km/s|07/14 + 01 hrs, 0206 km/s|07/14 + 01 hrs, 0192 km/s|07/14 + 01 hrs, 0801 km/s|07/15 + 01 hrs, 0347 km/s|07/15 + 00 hrs, 0301 km/s|07/16 + 01 hrs, 0337 km/s|07/16 + 01 hrs, 0250 km/s|07/17 + 02 hrs, 0248 km/s|07/17 + 03 hrs, 0744 km/s|07/17 + 02 hrs, 1420 km/s|07/17 + 01 hrs, 1157 km/s|07/17 + 04 hrs, 0336 km/s|07/17 + 01 hrs, 0496 km/s|07/17 + 01 hrs, 0453 km/s|07/18 + 01 hrs, 0625 km/s|07/18 + 01 hrs, 0600 km/s|07/19 + 01 hrs, 1302 km/s|07/19 + 01 hrs, 0600 km/s|07/19 + 03 hrs, 0631 km/s|07/19 + 01 hrs, 0976 km/s|07/19 + 01 hrs, 1226 km/s|07/19 + 01 hrs, 0891 km/s|07/19 + 00 hrs, 1159 km/s",http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0056/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0057/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0061/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0062/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0063/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0064/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0065/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0066/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0067/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0074/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0077/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0078/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0084/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0085/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0086/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0088/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0089/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0090/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0094/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0095/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0099/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0100/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0104/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0105/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0106/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0107/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0108/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0109/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0110/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0112/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0113/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0114/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0115/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0116/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0117/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0118/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0119/CME.html|http://sidc.oma.be/cactus/catalog/LASCO/2_5_0/qkl/2012/07/CME0120/CME.html,0,N,-,-,N,11521,-,-
100,0,11526,2012-07-20T06:21:00.000,-150,-373,2012-08-01T06:05:00.000,2012-07-22T17:56:00.000,2012-07-25T18:09:00.000,2012-07-25T04:28:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11532,2012-07-27T04:03:00.000,-363,-428,2012-08-06T05:57:00.000,2012-07-29T17:50:00.000,2012-07-31T18:20:00.000,2012-07-30T18:00:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11535,2012-07-29T17:50:00.000,-24,223,2012-08-05T18:10:00.000,2012-08-01T18:00:00.000,2012-08-11T05:26:00.000,2012-08-04T17:33:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11540,2012-08-02T17:58:00.000,63,-520,2012-08-14T06:00:00.000,2012-08-06T05:57:00.000,2012-08-11T06:08:00.000,2012-08-08T18:35:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11543,2012-08-07T06:03:00.000,576,266,2012-08-19T17:48:00.000,2012-08-14T12:33:00.000,2012-08-17T05:58:00.000,2012-08-16T12:24:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11547,2012-08-14T17:58:00.000,12,-17,2012-08-25T18:03:00.000,2012-08-18T06:16:00.000,2012-08-19T17:48:00.000,2012-08-19T17:48:00.000,I,E,,,,,,,,,,,,,,,,,,,
100,0,11554,2012-08-19T17:48:00.000,252,145,2012-09-01T04:03:00.000,2012-08-25T18:03:00.000,2012-08-28T16:47:00.000,2012-08-27T04:03:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11555,2012-08-25T06:02:00.000,-90,27,2012-09-06T05:33:00.000,2012-08-30T04:03:00.000,2012-09-01T17:47:00.000,2012-08-30T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11560,2012-08-30T04:03:00.000,370,-46,2012-09-07T14:03:00.000,2012-08-31T04:33:00.000,2012-09-06T05:33:00.000,2012-09-03T06:23:00.000,S,E,,,,,,,,,,,,,,,,,,,
100,0,11564,2012-08-31T04:33:00.000,261,-346,2012-09-11T18:13:00.000,2012-09-05T06:03:00.000,2012-09-07T14:03:00.000,2012-09-07T06:28:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11565,2012-09-02T06:03:00.000,-80,48,2012-09-11T18:13:00.000,2012-09-04T17:10:00.000,2012-09-07T14:03:00.000,2012-09-05T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11578,2012-09-21T10:03:00.000,-244,232,2012-10-02T09:42:00.000,2012-09-23T09:55:00.000,2012-09-25T10:20:00.000,2012-09-24T18:06:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11577,2012-09-23T09:55:00.000,-332,24,2012-09-30T17:46:00.000,2012-09-24T18:06:00.000,2012-09-27T18:19:00.000,2012-09-24T18:06:00.000,I,E,,,,,,,,,,,,,,,,,,,
100,0,NA,2012-09-22T09:42:00.000,172,15,2012-10-02T09:42:00.000,2012-09-26T10:03:00.000,2012-09-27T18:19:00.000,2012-09-27T10:10:00.000,S,E,,,,,,,,,,,,,,,,,,,
100,0,NA,2012-09-23T09:55:00.000,10,-10,2012-10-03T17:59:00.000,2012-09-25T10:20:00.000,2012-09-29T11:36:00.000,2012-09-28T10:13:00.000,I,E,,,,,,,,,,,,,,,,,,,
100,0,11580,2012-09-24T18:06:00.000,61,172,2012-10-07T10:03:00.000,2012-09-28T10:13:00.000,2012-10-03T17:59:00.000,2012-10-01T09:58:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11584,2012-09-27T18:19:00.000,276,-457,2012-10-08T17:49:00.000,2012-10-02T09:42:00.000,2012-10-04T18:03:00.000,2012-10-04T10:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11585,2012-10-02T09:42:00.000,-41,-433,2012-10-14T09:50:00.000,2012-10-06T09:43:00.000,2012-10-09T09:57:00.000,2012-10-07T18:01:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11586,2012-10-07T10:03:00.000,102,-303,2012-10-19T10:06:00.000,2012-10-12T18:05:00.000,2012-10-15T10:03:00.000,2012-10-13T10:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11589,2012-10-09T09:57:00.000,358,85,2012-10-21T10:03:00.000,2012-10-14T09:50:00.000,2012-10-18T18:31:00.000,2012-10-17T10:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11590,2012-10-09T09:57:00.000,-240,-578,2012-10-22T10:18:00.000,2012-10-14T09:50:00.000,2012-10-17T18:10:00.000,2012-10-15T10:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11596,2012-10-18T18:31:00.000,286,48,2012-10-30T11:17:00.000,2012-10-24T17:55:00.000,2012-10-27T10:08:00.000,2012-10-25T17:59:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11604,2012-11-01T17:58:00.000,64,65,2012-11-13T18:01:00.000,2012-11-07T06:03:00.000,2012-11-09T18:00:00.000,2012-11-07T18:05:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11608,2012-11-05T06:10:00.000,-146,-416,2012-11-17T06:00:00.000,2012-11-08T06:24:00.000,2012-11-14T02:38:00.000,2012-11-10T06:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11610,2012-11-06T05:44:00.000,113,-448,2012-11-18T06:03:00.000,2012-11-10T18:03:00.000,2012-11-13T18:02:00.000,2012-11-12T18:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11621,2012-11-24T18:15:00.000,-134,244,2012-12-06T06:03:00.000,2012-11-29T06:18:00.000,2012-12-04T06:08:00.000,2012-11-30T08:23:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11623,2012-11-27T17:48:00.000,263,133,2012-12-09T18:01:00.000,2012-12-03T06:05:00.000,2012-12-06T18:03:00.000,2012-12-04T11:43:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11630,2012-12-06T18:03:00.000,122,305,2012-12-16T05:57:00.000,2012-12-10T06:34:00.000,2012-12-11T18:03:00.000,2012-12-10T06:34:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11629,2012-12-05T17:44:00.000,-464,198,2012-12-17T18:03:00.000,2012-12-08T17:57:00.000,2012-12-11T06:06:00.000,2012-12-09T06:03:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2012-12-12T06:10:00.000,-117,169,2012-12-24T05:59:00.000,2012-12-16T05:57:00.000,2012-12-20T18:02:00.000,2012-12-18T04:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11634,2012-12-15T18:10:00.000,-149,-206,2012-12-27T18:03:00.000,2012-12-18T04:03:00.000,2012-12-22T04:03:00.000,2012-12-20T18:02:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11641,2012-12-29T16:24:00.000,51,-10,2013-01-11T17:43:00.000,2013-01-04T18:05:00.000,2013-01-05T08:17:00.000,2013-01-04T18:05:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11645,2013-01-02T20:00:00.000,238,-127,2013-01-10T06:06:00.000,2013-01-04T18:05:00.000,2013-01-05T08:17:00.000,2013-01-04T18:05:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11646,2013-01-02T08:00:00.000,35,312,2013-01-14T05:57:00.000,2013-01-07T17:57:00.000,2013-01-12T06:01:00.000,2013-01-08T18:17:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11650,2013-01-04T18:05:00.000,-134,-431,2013-01-18T07:38:00.000,2013-01-07T17:57:00.000,2013-01-13T18:06:00.000,2013-01-10T06:06:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11652,2013-01-05T06:17:00.000,125,380,2013-01-18T07:38:00.000,2013-01-09T06:03:00.000,2013-01-13T08:19:00.000,2013-01-12T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11654,2013-01-08T18:17:00.000,-16,235,2013-01-20T18:03:00.000,2013-01-14T17:56:00.000,2013-01-17T05:23:00.000,2013-01-14T17:56:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11663,2013-01-25T06:07:00.000,-221,-85,2013-02-05T18:07:00.000,2013-01-28T18:05:00.000,2013-01-31T18:03:00.000,2013-01-29T06:24:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11665,2013-01-28T18:05:00.000,313,261,2013-02-10T05:57:00.000,2013-02-03T06:13:00.000,2013-02-07T18:02:00.000,2013-02-05T18:07:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2013-02-02T06:09:00.000,-292,479,2015-02-12T17:53:00.000,2013-02-04T17:49:00.000,2013-02-09T05:35:00.000,2013-02-07T05:59:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11682,2013-02-25T05:39:00.000,-71,-203,2013-03-05T05:41:00.000,2013-02-26T10:17:00.000,2013-02-27T18:05:00.000,2013-02-26T10:17:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11683,2013-02-27T18:05:00.000,677,-223,2013-03-12T06:14:00.000,2013-03-06T16:43:00.000,2013-03-10T06:34:00.000,2013-03-09T18:01:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2013-03-03T06:04:00.000,79,269,2013-03-15T06:23:00.000,2013-03-05T17:44:00.000,2013-03-10T06:34:00.000,2013-03-09T18:01:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11689,2013-03-03T18:03:00.000,24,-196,2013-03-16T05:56:00.000,2013-03-09T06:03:00.000,2013-03-10T18:20:00.000,2013-03-10T06:34:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11692,2013-03-10T06:34:00.000,295,249,2013-03-21T17:48:00.000,2013-03-17T06:03:00.000,2013-03-19T06:08:00.000,2013-03-17T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
