ID,RATING,NOAA,AR_START,X,Y,AR_END,SIG_START,SIG_END,TBEST,ORIENTATION,HEMISPHERE,SIZE,ASPECT,EUV_FIL,HALPHA_FIL,SUNSPOTS,FLUX_EMERGE,FLUX_CANCEL,FLUX_PEAK,FLARE,CME,CME_LINKS,FIL_ERUPT,TRANSIENT_CORONAL_HOLE,FLARE_RIBBONS,POST_FLARE_LOOPS,NEARBY_CORONAL_HOLE,NEARBY_AR,XRT_FRAMES,COMMENTS
100,0,11705,2013-03-21T17:48:00.000,-206,-92,2013-04-02T06:03:00.000,2013-03-25T18:03:00.000,2013-03-27T06:09:00.000,2016-03-26T15:01:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11707,2013-03-25T18:03:00.000,131,-70,2013-04-06T05:48:00.000,2013-03-31T18:13:00.000,2013-04-01T18:03:00.000,2016-03-31T18:13:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11711,2013-03-30T18:07:00.000,-357,-249,2013-04-12T05:59:00.000,2013-04-04T05:57:00.000,2013-04-07T18:09:00.000,2013-04-04T05:57:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2013-04-02T06:03:00.000,-194,-218,2013-04-15T06:03:00.000,2013-04-05T08:15:00.000,2013-04-09T05:19:00.000,2013-04-07T18:09:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11723,2013-04-13T06:17:00.000,644,-290,2013-04-24T06:38:00.000,2013-04-17T06:03:00.000,2013-04-21T06:18:00.000,2013-04-21T06:18:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11726,2013-04-17T06:03:00.000,213,288,2013-04-26T06:07:00.000,2013-04-20T06:00:00.000,2013-04-22T05:52:00.000,2013-04-21T06:18:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11730,2013-04-22T05:52:00.000,390,-230,2013-05-04T06:08:00.000,2013-04-29T06:17:00.000,2013-05-01T06:03:00.000,2013-04-30T06:55:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11728,2013-04-23T00:00:00.000,19,443,2013-05-06T00:00:00.000,2013-04-29T18:10:00.000,2013-04-30T17:50:00.000,2013-04-29T18:10:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11734,2013-04-29T06:17:00.000,-247,-252,2013-05-11T18:01:00.000,2013-05-03T07:13:00.000,2013-05-06T18:03:00.000,2013-05-04T06:08:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11739,2013-05-03T18:03:00.000,283,271,2013-05-15T06:26:00.000,2013-05-06T18:03:00.000,2013-05-12T08:13:00.000,2013-05-10T18:24:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11745,2013-05-11T06:06:00.000,0,252,2013-05-23T06:29:00.000,2013-05-15T08:26:00.000,2013-05-20T08:16:00.000,2013-05-17T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11746,2013-05-10T18:24:00.000,179,-448,2013-05-23T06:29:00.000,2013-05-18T05:31:00.000,2013-05-20T17:59:00.000,2013-05-18T05:31:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11747,2013-05-12T17:58:00.000,234,-249,2013-05-22T18:05:00.000,2013-05-16T17:48:00.000,2013-05-19T18:01:00.000,2013-05-17T18:02:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11756,2013-05-20T17:59:00.000,-208,-303,2013-05-31T18:11:00.000,2013-05-25T08:05:00.000,2013-05-28T06:18:00.000,2013-05-25T06:05:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11755,2013-05-21T05:44:00.000,-102,198,2013-06-02T06:07:00.000,2013-05-25T08:05:00.000,2013-05-27T06:08:00.000,2013-05-26T18:22:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11757,2013-05-25T06:05:00.000,80,-160,2013-06-06T05:46:00.000,2013-05-31T04:48:00.000,2013-06-03T05:34:00.000,2013-05-31T18:11:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2013-06-07T06:03:00.000,-2,218,2013-06-19T05:36:00.000,2013-06-12T05:56:00.000,2013-06-15T18:08:00.000,2013-06-13T06:22:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11777,2013-06-22T05:48:00.000,44,-361,2013-07-02T18:15:00.000,2013-06-26T06:11:00.000,2013-06-27T18:26:00.000,2013-06-26T18:06:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11782,2013-06-27T18:26:00.000,-194,-312,2013-07-08T05:50:00.000,2013-07-01T06:03:00.000,2013-07-02T11:26:00.000,2013-07-01T18:10:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11791,2013-07-13T17:35:00.000,51,-307,2013-07-22T18:03:00.000,2013-07-15T06:23:00.000,2013-07-18T18:16:00.000,2013-07-16T17:40:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11792,2013-07-13T17:35:00.000,615,-7,2013-07-22T03:51:00.000,2013-07-16T05:51:00.000,2013-07-21T05:39:00.000,2013-07-20T06:11:00.000,I,E,,,,,,,,,,,,,,,,,,,
100,0,11793,2013-07-14T05:59:00.000,264,259,2013-07-27T04:03:00.000,2013-07-19T06:03:00.000,2013-07-25T04:18:00.000,2013-07-22T04:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11795,2013-07-13T17:35:00.000,191,-179,2013-07-25T17:57:00.000,2013-07-19T17:53:00.000,2013-07-21T18:28:00.000,2013-07-20T06:11:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11810,2013-08-02T17:58:00.000,230,-513,2013-08-12T18:01:00.000,2013-08-06T18:30:00.000,2013-08-08T15:28:00.000,2013-08-07T18:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11809,2013-08-02T17:58:00.000,387,114,2013-08-12T18:01:00.000,2013-08-07T18:03:00.000,2013-08-09T05:52:00.000,2013-08-08T06:19:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11817,2013-08-07T18:03:00.000,109,-453,2013-08-19T18:18:00.000,2013-08-13T06:07:00.000,2013-08-15T18:03:00.000,2013-08-14T05:40:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11818,2013-08-09T05:52:00.000,271,-218,2013-08-20T18:02:00.000,2013-08-16T06:19:00.000,2013-08-19T18:18:00.000,2013-08-16T18:06:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11828,2013-08-18T19:23:00.000,278,169,2013-08-31T18:03:00.000,2013-08-24T18:07:00.000,2013-08-27T04:03:00.000,2013-08-26T17:59:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11836,2013-08-27T04:03:00.000,-68,114,2013-09-09T03:02:00.000,2013-08-31T18:03:00.000,2013-09-05T06:05:00.000,2013-09-02T05:54:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,11840,2013-09-05T06:05:00.000,-161,-278,2013-09-17T06:21:00.000,2013-09-09T18:07:00.000,2013-09-15T05:42:00.000,2013-09-10T18:07:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11843,2013-09-17T18:08:00.000,172,-99,2013-09-24T18:03:00.000,2013-09-18T05:54:00.000,2013-09-20T06:33:00.000,2013-09-19T06:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11849,2013-09-19T20:08:00.000,-111,196,2013-09-28T06:34:00.000,2013-09-21T18:03:00.000,2013-09-23T05:46:00.000,2013-09-21T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11847,2013-09-16T18:03:00.000,-249,41,2013-09-28T06:34:00.000,2013-09-22T06:09:00.000,2013-09-22T17:57:00.000,2013-09-22T06:09:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2013-09-21T06:05:00.000,41,-387,2013-10-03T06:21:00.000,2013-09-25T06:21:00.000,2013-09-28T06:34:00.000,2013-09-27T06:04:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11862,2013-10-02T06:04:00.000,-90,-356,2013-10-11T06:22:00.000,2013-10-03T06:21:00.000,2013-10-06T04:53:00.000,2013-10-05T06:04:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11865,2013-10-08T06:10:00.000,380,-448,2013-10-20T17:58:00.000,2013-10-15T18:03:00.000,2013-10-16T17:58:00.000,2013-10-16T06:09:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11883,2013-10-26T18:03:00.000,-414,-7,2013-11-08T06:06:00.000,2013-10-29T18:01:00.000,2013-11-01T17:58:00.000,2013-10-30T18:20:00.000,S,E,,,,,,,,,,,,,,,,,,,
100,0,11886,2013-10-28T05:57:00.000,300,162,2013-11-04T18:08:00.000,2013-10-30T06:34:00.000,2013-10-30T18:20:00.000,2013-10-30T18:20:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11887,2013-10-29T06:04:00.000,10,266,2013-11-10T05:47:00.000,2013-11-04T06:22:00.000,2013-11-05T17:58:00.000,2013-11-04T18:08:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11897,2013-11-13T17:57:00.000,82,-365,2013-11-21T17:57:00.000,2013-11-14T18:01:00.000,2013-11-18T05:46:00.000,2013-11-17T06:09:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11899,2013-11-13T17:57:00.000,252,73,2013-11-24T18:04:00.000,2013-11-17T06:09:00.000,2013-11-21T05:54:00.000,2013-11-20T06:22:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11905,2013-11-23T18:19:00.000,-44,261,2013-12-05T18:03:00.000,2013-11-28T17:33:00.000,2013-11-30T18:00:00.000,2013-11-28T17:33:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11908,2013-11-28T17:33:00.000,-90,-431,2013-12-07T05:54:00.000,2013-11-28T17:33:00.000,2013-12-01T06:33:00.000,2013-11-30T18:00:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11916,2013-11-29T17:57:00.000,-186,-266,2013-12-11T06:07:00.000,2013-12-03T18:10:00.000,2013-12-05T18:03:00.000,2013-12-04T17:44:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11912,2013-12-02T06:04:00.000,-106,-441,2013-12-12T05:41:00.000,2013-12-06T06:20:00.000,2013-12-08T17:59:00.000,2013-12-08T06:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2013-12-04T17:44:00.000,211,-211,2013-12-16T17:59:00.000,2013-12-09T18:18:00.000,2013-12-12T05:41:00.000,2013-12-11T18:10:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11930,2013-12-15T17:57:00.000,-24,-145,2013-12-27T18:08:00.000,2013-12-21T18:07:00.000,2013-12-24T06:03:00.000,2013-12-21T18:07:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11929,2013-12-16T17:59:00.000,-123,-179,2013-12-28T17:41:00.000,2013-12-20T04:03:00.000,2013-12-23T17:54:00.000,2013-12-22T06:18:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11934,2013-12-19T18:09:00.000,-470,-220,2013-12-31T05:55:00.000,2013-12-23T05:52:00.000,2013-12-26T18:03:00.000,2013-12-23T17:54:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11936,2013-12-23T05:52:00.000,172,-237,2014-01-04T06:05:00.000,2013-12-29T06:00:00.000,2013-12-31T17:53:00.000,2013-12-30T06:17:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11938,2013-12-27T06:42:00.000,-276,-264,2014-01-05T17:40:00.000,2013-12-31T17:53:00.000,2014-01-03T18:03:00.000,2013-12-31T17:53:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11942,2013-12-30T18:04:00.000,-41,240,2014-01-12T06:04:00.000,2014-01-02T18:16:00.000,2014-01-05T17:40:00.000,2014-01-05T17:40:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11944,2014-01-02T06:29:00.000,322,-106,2014-01-14T05:53:00.000,2014-01-05T05:38:00.000,2014-01-10T18:15:00.000,2014-01-09T15:28:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11949,2014-01-09T06:03:00.000,119,-191,2014-01-20T23:08:00.000,2014-01-13T05:37:00.000,2014-01-17T06:04:00.000,2014-01-15T06:16:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,11968,2014-01-26T06:27:00.000,-312,257,2014-02-09T17:47:00.000,2014-02-01T05:47:00.000,2014-02-04T05:58:00.000,2014-02-01T17:49:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11970,2014-02-01T05:47:00.000,-276,-206,2014-02-13T01:30:00.000,2014-02-04T18:02:00.000,2014-02-07T18:03:00.000,2014-02-05T18:03:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,11973,2014-02-04T18:02:00.000,218,186,2014-02-16T17:55:00.000,2014-02-08T18:03:00.000,2014-02-12T17:27:00.000,2014-02-11T18:10:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,11991,2014-02-25T17:45:00.000,401,-322,2014-03-10T06:34:00.000,2014-03-05T17:42:00.000,2014-03-06T18:03:00.000,2014-03-06T04:23:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12008,2014-03-14T18:03:00.000,327,-87,2014-03-27T05:58:00.000,2014-03-20T05:54:00.000,2014-03-22T05:56:00.000,2014-03-22T05:56:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12010,2014-03-16T17:52:00.000,-58,-140,2014-03-29T05:33:00.000,2014-03-20T18:05:00.000,2014-03-24T17:50:00.000,2014-03-22T18:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12017,2014-03-21T15:03:00.000,-191,293,2014-03-31T06:12:00.000,2014-03-26T06:26:00.000,2014-03-27T18:01:00.000,2014-03-26T18:11:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12027,2014-03-31T06:12:00.000,97,290,2014-04-12T05:53:00.000,2014-04-06T06:34:00.000,2014-04-09T05:42:00.000,2014-04-06T18:20:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12032,2014-04-08T05:09:00.000,-182,322,2014-04-19T18:03:00.000,2014-04-13T06:03:00.000,2014-04-16T04:50:00.000,2014-04-13T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12050,2014-04-27T18:02:00.000,-375,211,2014-05-09T05:55:00.000,2014-04-30T18:15:00.000,2014-05-02T08:04:00.000,2014-05-01T17:55:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12059,2014-05-06T17:33:00.000,-177,148,2014-05-17T05:52:00.000,2014-05-11T06:36:00.000,2014-05-12T07:23:00.000,2014-05-11T18:19:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12071,2014-05-20T17:55:00.000,-106,-165,2014-06-01T06:19:00.000,2014-05-22T05:37:00.000,2014-05-27T06:33:00.000,2014-05-25T05:48:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12082,2014-06-05T10:19:00.000,378,257,2014-06-14T17:55:00.000,2014-06-09T06:16:00.000,2014-06-11T06:02:00.000,2014-06-10T18:31:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12090,2014-06-11T06:02:00.000,474,361,2014-06-23T18:13:00.000,2014-06-15T06:38:00.000,2014-06-22T18:08:00.000,2014-06-19T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12094,2014-06-16T17:53:00.000,465,-274,2014-06-28T07:00:00.000,2014-06-23T06:35:00.000,2014-06-24T17:49:00.000,2014-06-24T06:00:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12104,2014-06-29T05:45:00.000,-61,-240,2014-07-11T06:03:00.000,2014-07-03T06:05:00.000,2014-07-09T18:06:00.000,2014-07-04T18:20:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12111,2014-07-03T18:21:00.000,-591,58,2014-07-16T18:03:00.000,2014-07-06T17:57:00.000,2014-07-07T18:31:00.000,2014-07-07T05:41:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12109,2014-07-01T06:31:00.000,-150,-203,2014-07-13T04:38:00.000,2014-07-07T05:41:00.000,2014-07-09T18:06:00.000,2014-07-07T05:41:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12119,2014-07-16T18:03:00.000,-274,-363,2014-07-27T04:58:00.000,2014-07-19T18:08:00.000,2014-07-22T18:03:00.000,2014-07-20T04:53:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2014-07-18T17:39:00.000,-421,128,2014-07-30T18:18:00.000,2014-07-23T03:55:00.000,2014-07-25T18:00:00.000,2014-07-23T03:55:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2014-07-26T04:03:00.000,-315,213,2014-08-07T12:25:00.000,2014-07-30T06:03:00.000,2014-08-01T16:18:00.000,2014-07-31T05:30:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12143,2014-08-13T06:18:00.000,-261,-198,2014-08-24T06:21:00.000,2014-08-18T06:03:00.000,2014-08-18T16:48:00.000,2014-08-18T06:03:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12148,2014-08-19T05:32:00.000,53,5,2014-08-30T05:39:00.000,2014-08-23T06:03:00.000,2014-08-24T06:21:00.000,2014-08-24T06:21:00.000,I,E,,,,,,,,,,,,,,,,,,,
100,0,12149,2014-08-21T16:48:00.000,15,48,2014-09-02T17:52:00.000,2014-08-23T16:38:00.000,2014-09-01T06:17:00.000,2014-08-27T16:43:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12158,2014-09-04T18:14:00.000,453,152,2014-09-17T17:57:00.000,2014-09-07T18:24:00.000,2014-09-14T06:03:00.000,2014-09-13T05:56:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2014-09-06T18:05:00.000,34,111,2014-09-19T06:02:00.000,2014-09-12T06:23:00.000,2014-09-14T06:03:00.000,2014-09-13T05:56:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12166,2014-09-12T06:23:00.000,382,131,2014-09-24T18:03:00.000,2014-09-18T05:41:00.000,2014-09-21T17:54:00.000,2014-09-20T06:19:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12172,2014-09-20T18:06:00.000,-254,-300,2014-10-02T06:00:00.000,2014-09-23T06:34:00.000,2014-09-28T18:03:00.000,2014-09-25T18:07:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12177,2014-09-25T18:07:00.000,182,61,2014-10-05T06:07:00.000,2014-10-02T06:00:00.000,2014-10-04T05:32:00.000,2014-10-02T21:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2014-09-30T20:51:00.000,-494,77,2014-10-09T06:21:00.000,2014-10-03T06:03:00.000,2014-10-05T06:07:00.000,2014-10-04T18:22:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2014-10-04T05:32:00.000,-426,131,2014-10-16T18:03:00.000,2014-10-08T18:03:00.000,2014-10-09T06:21:00.000,2014-10-08T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12186,2014-10-08T18:03:00.000,283,-443,2014-10-19T18:08:00.000,2014-10-11T17:38:00.000,2014-10-18T07:43:00.000,2014-10-15T05:38:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12187,2014-10-12T06:31:00.000,15,-266,2014-10-23T18:22:00.000,2014-10-15T17:40:00.000,2014-10-21T18:03:00.000,2014-10-18T07:43:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12192,2014-10-17T18:03:00.000,-50,-288,2014-10-29T04:28:00.000,2014-10-20T06:26:00.000,2014-10-25T17:59:00.000,2014-10-23T05:33:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2014-10-21T18:03:00.000,-56,68,2014-10-29T00:00:00.000,2014-10-23T18:22:00.000,2014-10-28T06:21:00.000,2014-10-26T05:44:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12194,2014-10-20T06:26:00.000,36,-295,2014-10-29T04:28:00.000,2014-10-22T06:03:00.000,2014-10-29T04:28:00.000,2014-10-26T05:44:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12202,2014-11-03T17:41:00.000,513,140,2014-11-07T06:03:00.000,2014-11-03T17:41:00.000,2014-11-04T18:03:00.000,2014-11-03T17:41:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2014-11-05T18:03:00.000,-283,259,2014-11-18T17:59:00.000,2014-11-09T18:02:00.000,2014-11-13T06:11:00.000,2014-11-11T05:33:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12205,2014-11-04T06:00:00.000,319,203,2014-11-16T06:21:00.000,2014-11-09T18:02:00.000,2014-11-12T18:04:00.000,2014-11-12T06:08:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12214,2014-11-15T06:03:00.000,191,-264,2014-11-27T03:53:00.000,2014-11-21T06:06:00.000,2014-11-26T12:58:00.000,2014-11-22T05:38:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12216,2014-11-20T06:03:00.000,208,-254,2014-12-02T06:10:00.000,2014-11-26T12:58:00.000,2014-12-01T18:03:00.000,2014-11-27T03:53:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12232,2014-12-07T06:03:00.000,218,174,2014-12-19T18:20:00.000,2014-12-13T06:14:00.000,2014-12-17T05:57:00.000,2014-12-15T19:13:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12244,2014-12-18T18:02:00.000,140,-36,2014-12-30T05:35:00.000,2014-12-23T18:03:00.000,2014-12-27T06:29:00.000,2014-12-24T18:05:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12251,2014-12-26T17:56:00.000,-459,-206,2015-01-04T06:22:00.000,2014-12-29T12:35:00.000,2015-01-01T18:00:00.000,2014-12-30T05:35:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12252,2014-12-27T18:15:00.000,-271,-334,2015-01-09T05:19:00.000,2015-01-01T06:13:00.000,2015-01-04T06:22:00.000,2015-01-01T18:00:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12253,2014-12-29T23:00:00.000,612,-63,2015-01-10T17:41:00.000,2015-01-03T18:40:00.000,2015-01-08T18:03:00.000,2015-01-07T18:18:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12266,2015-01-14T06:03:00.000,-24,-15,2015-01-25T06:03:00.000,2015-01-19T06:07:00.000,2015-01-21T06:48:00.000,2015-01-19T18:03:00.000,S,E,,,,,,,,,,,,,,,,,,,
100,0,NA,2015-02-08T18:08:00.000,87,218,2015-02-20T05:42:00.000,2015-02-13T06:03:00.000,2015-02-15T06:02:00.000,2015-02-14T18:12:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12291,2015-02-18T18:03:00.000,-77,368,2015-02-28T18:24:00.000,2015-02-19T17:57:00.000,2015-02-24T17:56:00.000,2015-02-22T06:19:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12287,2015-02-18T18:03:00.000,-218,404,2015-02-26T18:03:00.000,2015-02-22T06:19:00.000,2015-02-23T17:54:00.000,2015-02-22T18:05:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12289,2015-02-18T18:03:00.000,-399,-63,2015-03-02T17:13:00.000,2015-02-22T18:05:00.000,2015-02-24T06:07:00.000,2015-02-22T18:05:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12303,2015-03-17T17:59:00.000,94,431,2015-03-29T06:03:00.000,2015-03-23T06:00:00.000,2015-03-24T06:16:00.000,2015-03-23T18:07:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12320,2015-04-04T18:04:00.000,-317,-300,2015-04-16T05:53:00.000,2015-04-06T06:03:00.000,2015-04-11T18:03:00.000,2015-04-08T06:00:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12321,2015-04-11T06:08:00.000,-361,283,2015-04-22T18:03:00.000,2015-04-14T18:03:00.000,2015-04-19T06:02:00.000,2015-04-15T06:20:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12331,2015-04-16T17:53:00.000,231,-87,2015-04-28T18:00:00.000,2015-04-22T18:03:00.000,2015-04-24T17:44:00.000,2015-04-23T18:01:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12338,2015-05-02T05:37:00.000,-61,116,2015-05-13T22:33:00.000,2015-05-05T17:43:00.000,2015-05-08T17:43:00.000,2015-05-07T22:15:00.000,S,N,,,,,,,,,,,,,,,,,,,
